Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
1957,DET,1907,6004,116,614,574,36,8.40%,10.70%,0.121,0.273,0.257,0.323,0.378,0.313,,88,-7.1,-89.3,62.9,16.2
1931,PIT,1673,5999,41,636,597,59,8.20%,7.60%,0.094,0.284,0.266,0.33,0.36,0.323,,87,10.5,-91.8,67.1,16.2
2014,MIN,2292,6233,128,715,675,99,8.70%,21.30%,0.135,0.309,0.254,0.324,0.389,0.316,,100,20.9,23.8,-72.6,16.2
1907,PHI,1452,5321,12,514,424,154,8.00%,,0.069,,0.236,0.304,0.305,0.303,,92,-1.7,-48.6,21.3,16.2
1979,SEA,1851,6207,132,711,676,126,8.30%,11.70%,0.135,0.286,0.269,0.331,0.404,0.327,,96,6.1,-24.1,-22.9,16.2
1969,NYY,1920,5990,94,562,521,119,9.40%,14.00%,0.109,0.261,0.235,0.308,0.344,0.298,,86,-2.1,-98.2,79.7,16.1
1959,PIT,1961,5952,112,651,617,32,7.40%,12.00%,0.121,0.284,0.263,0.32,0.384,0.312,,89,-2,-86.2,37.1,16.1
1996,CIN,2287,6213,191,778,733,171,9.70%,18.30%,0.166,0.289,0.256,0.331,0.422,0.329,,97,4.4,-21.7,2,16.1
1987,SEA,1712,6145,161,760,717,174,8.10%,14.00%,0.156,0.295,0.272,0.335,0.428,0.333,,99,1.1,-9,-37,16.1
1988,CHC,2094,6203,113,660,612,120,6.50%,14.70%,0.122,0.291,0.261,0.31,0.383,0.309,,92,2,-54.4,10.4,16.1
1916,CLE,1765,5853,16,630,533,160,8.90%,10.30%,0.082,0.281,0.25,0.324,0.331,0.321,,92,-3.8,-56,21.9,16.1
1987,MON,2180,6162,120,741,695,166,8.10%,14.90%,0.135,0.297,0.265,0.328,0.401,0.317,,91,-0.8,-74.7,25.5,16.1
1968,LAD,2022,5935,67,470,434,57,7.40%,16.50%,0.089,0.268,0.23,0.289,0.319,0.277,,90,-2.6,-62.5,-0.7,16.1
2006,BOS,2346,6435,192,820,777,51,10.40%,16.40%,0.166,0.298,0.269,0.351,0.435,0.34,,100,-10.3,-13.3,-43.5,16.1
1922,CHW,1596,6024,45,691,635,109,8.00%,7.70%,0.096,0.298,0.278,0.343,0.374,0.337,,88,-1.3,-94.1,63,16.1
2017,CHW,2289,6059,186,706,670,71,6.60%,23.10%,0.161,0.309,0.256,0.314,0.417,0.313,,95,-1.9,-36.4,-4.7,16.1
1948,DET,1858,6063,78,700,661,22,11.10%,8.30%,0.109,0.283,0.267,0.353,0.375,0.346,,93,-11.8,-64,20.1,16
1970,HOU,2077,6305,129,744,694,114,9.50%,14.40%,0.131,0.288,0.259,0.332,0.391,0.323,,94,8.5,-39,-24.1,16
1998,PHI,2166,6300,126,713,672,97,8.10%,17.10%,0.131,0.303,0.264,0.326,0.395,0.317,,87,-0.3,-105.3,69.7,16
1919,PIT,1406,5049,17,472,394,196,6.80%,7.50%,0.076,0.269,0.249,0.306,0.325,0.304,,88,14.9,-46.1,50.4,16
1941,PHA,1696,5993,85,713,659,27,9.60%,9.80%,0.119,0.289,0.268,0.34,0.387,0.341,,91,-12.1,-85.3,25.9,16
1974,MIL,1854,6090,120,647,612,106,8.20%,14.90%,0.125,0.271,0.244,0.309,0.369,0.311,,95,-6.3,-37.6,-5.6,16
2010,FLA,2300,6194,152,719,686,92,8.30%,22.20%,0.149,0.309,0.254,0.321,0.403,0.318,,92,22.5,-36.1,2.7,15.9
2006,MIL,2206,6130,180,730,695,71,8.20%,20.10%,0.162,0.3,0.258,0.327,0.42,0.322,,89,-1.5,-87.8,47.7,15.9
1972,STL,1941,5884,70,568,518,104,7.40%,13.50%,0.095,0.292,0.26,0.317,0.355,0.306,,90,5.1,-60.1,3.6,15.9
1970,SDP,2178,6145,172,681,629,60,8.10%,18.90%,0.145,0.282,0.246,0.312,0.391,0.315,,92,-4.1,-66.7,9.8,15.9
1932,DET,1706,5992,80,798,742,105,8.10%,8.70%,0.128,0.291,0.273,0.335,0.401,0.336,,87,-1.6,-107.2,54.8,15.9
2012,NYM,2420,6091,139,650,625,79,8.30%,20.50%,0.137,0.298,0.249,0.316,0.386,0.306,,94,-3.2,-48.8,16.1,15.9
1941,NYG,1806,6018,95,667,625,36,8.40%,8.60%,0.112,0.273,0.26,0.326,0.371,0.328,,94,4.5,-35,11.5,15.9
1909,CLE,1550,5536,10,493,407,174,5.10%,,0.072,,0.241,0.288,0.313,0.296,,89,0.8,-60.7,43,15.9
1989,SEA,1724,6134,134,694,653,81,8.00%,13.70%,0.126,0.279,0.257,0.32,0.384,0.318,,96,-7.6,-38.2,-13.7,15.9
1955,NYG,2040,5940,169,702,643,38,8.40%,9.80%,0.141,0.263,0.26,0.325,0.402,0.326,,93,3.6,-49.6,39,15.9
2006,TEX,2227,6273,183,835,799,53,8.10%,16.90%,0.168,0.311,0.278,0.338,0.446,0.337,,97,-7.4,-31.5,-21.7,15.9
1988,MIL,1677,6066,113,682,632,159,7.20%,15.00%,0.118,0.288,0.257,0.314,0.375,0.308,,92,6.4,-52.4,4.9,15.9
1966,BOS,2101,6175,145,655,617,35,8.80%,16.50%,0.137,0.268,0.24,0.31,0.376,0.304,,89,0.7,-73.1,54.1,15.9
2016,MIN,2290,6245,200,722,690,91,8.20%,22.80%,0.171,0.3,0.251,0.316,0.421,0.317,,95,7.8,-28.5,-30.1,15.8
1971,MIN,2050,6072,116,654,618,66,8.40%,13.90%,0.112,0.286,0.26,0.323,0.372,0.315,,94,-1.7,-42.1,-0.6,15.8
2007,SDP,2334,6326,171,741,704,55,8.80%,19.40%,0.16,0.291,0.251,0.322,0.411,0.32,,96,3.3,-30.2,-16.6,15.8
1912,BRO,1617,5830,32,651,561,179,8.40%,10.00%,0.09,0.297,0.268,0.336,0.358,0.336,,93,-6.6,-57.8,13,15.8
1929,WAS,1731,5997,48,732,656,87,9.20%,6.60%,0.099,0.292,0.276,0.347,0.375,0.337,,88,-13.3,-109.8,53.3,15.8
1925,NYG,1715,5858,114,736,682,79,7.00%,8.40%,0.132,0.295,0.283,0.337,0.415,0.345,,93,-0.8,-59.3,21.2,15.7
1989,CHW,1685,6132,94,693,661,97,7.60%,14.20%,0.112,0.305,0.271,0.328,0.383,0.32,,100,-3.3,-6.4,-49.5,15.7
1968,MIN,2142,5974,105,562,522,98,7.40%,16.20%,0.112,0.269,0.237,0.299,0.35,0.296,,93,2,-42.5,21.2,15.7
1963,LAA,2115,6127,95,597,551,43,7.30%,15.00%,0.103,0.283,0.25,0.309,0.354,0.296,,90,-0.7,-70.6,54.1,15.7
2000,CHC,2269,6397,183,764,722,93,9.90%,17.50%,0.155,0.288,0.256,0.335,0.411,0.327,,89,2.4,-95,47.8,15.7
2010,CHW,2212,6118,177,752,710,160,7.60%,15.10%,0.152,0.292,0.268,0.332,0.42,0.332,,100,-8.1,-7.7,-56.3,15.7
2001,TOR,1859,6284,195,767,728,156,7.50%,17.40%,0.167,0.293,0.263,0.325,0.43,0.324,,94,7,-38.9,-18.5,15.7
2006,SFG,2313,6136,163,746,711,58,8.10%,14.50%,0.163,0.282,0.259,0.324,0.422,0.32,,88,-15.8,-116.2,73.5,15.7
1923,BRO,1713,6082,62,753,674,71,7.00%,6.30%,0.103,0.297,0.285,0.34,0.387,0.341,,93,7.1,-49.8,-1.5,15.7
2022,CHC,2388,6072,159,657,620,111,8.30%,23.80%,0.148,0.294,0.238,0.311,0.387,0.307,,97,-1.8,-19.5,-35.8,15.6
1951,PHI,1869,5961,108,648,609,63,8.50%,8.80%,0.116,0.272,0.26,0.326,0.375,0.327,,90,5.7,-69.5,23.9,15.6
2003,BAL,2196,6241,152,743,695,89,6.90%,14.50%,0.138,0.293,0.268,0.323,0.405,0.318,,94,11,-35.3,-21.2,15.6
2022,SFG,2552,6117,183,716,683,64,9.30%,23.90%,0.156,0.284,0.234,0.315,0.39,0.311,,101,3,12.8,-69.7,15.6
1916,WAS,1725,5863,12,534,468,185,9.10%,10.20%,0.064,0.272,0.242,0.32,0.306,0.309,,90,2.4,-56.5,17,15.6
2000,ARI,2103,6241,179,792,756,97,8.60%,15.60%,0.164,0.29,0.265,0.333,0.429,0.332,,88,-0.1,-102.7,59.2,15.6
1949,PHI,1806,5935,122,662,622,27,8.90%,11.30%,0.133,0.272,0.254,0.325,0.388,0.334,,92,4.3,-56.5,20.4,15.6
1981,TEX,1112,3972,49,452,418,46,7.40%,10.00%,0.099,0.289,0.27,0.326,0.369,0.316,,102,-5.9,3.1,22.7,15.6
1972,MIL,1982,5733,88,493,461,64,8.20%,15.10%,0.093,0.266,0.235,0.302,0.328,0.29,,88,-6.1,-75.1,58.9,15.6
2018,COL,2368,6178,210,780,748,95,8.20%,22.60%,0.179,0.304,0.256,0.322,0.435,0.325,,88,3.2,-85.1,45.6,15.6
2011,TOR,2265,6210,186,743,704,131,8.50%,19.10%,0.164,0.283,0.249,0.317,0.413,0.319,,97,12.1,-11.6,-46.8,15.6
1976,TEX,1680,6271,80,616,574,87,9.10%,12.90%,0.091,0.278,0.25,0.321,0.341,0.308,,96,-1,-29.2,-20.5,15.6
1901,BAL,1264,5111,24,761,633,207,7.20%,,0.103,,0.294,0.353,0.397,0.355,,102,4.7,22.4,-44,15.6
2004,CIN,2361,6278,194,750,713,77,9.50%,21.30%,0.168,0.295,0.25,0.331,0.418,0.326,,92,-9.3,-77.5,25.6,15.6
2009,SDP,2348,6179,141,638,605,82,9.50%,19.10%,0.138,0.284,0.242,0.321,0.381,0.309,,93,-10.4,-67.1,28.9,15.5
2007,CIN,2383,6332,204,783,747,97,8.50%,17.60%,0.17,0.298,0.267,0.335,0.436,0.335,,94,-7.2,-58.3,8.4,15.5
1986,MIN,1822,6151,196,741,700,81,8.10%,15.90%,0.167,0.284,0.261,0.325,0.428,0.333,,100,-8.7,-8.4,-45.8,15.5
1946,CIN,1822,5934,65,523,481,82,8.30%,10.20%,0.088,0.259,0.239,0.307,0.327,0.304,,81,13.5,-108.3,86.9,15.5
1963,CHC,1931,5987,127,570,530,68,7.30%,17.50%,0.125,0.271,0.238,0.297,0.363,0.293,,84,-6.9,-108.7,50.9,15.5
2000,COL,2221,6453,161,968,905,131,9.30%,14.10%,0.161,0.322,0.294,0.362,0.455,0.353,,82,-1,-155.8,100.6,15.5
1915,WAS,1680,5719,12,570,465,186,8.00%,9.50%,0.069,0.271,0.244,0.312,0.312,0.307,,87,-4.5,-83.1,33.8,15.5
1992,SFG,2280,6070,105,574,532,112,7.20%,17.60%,0.111,0.283,0.244,0.302,0.355,0.297,,88,-3.5,-82.6,39.6,15.5
1999,DET,1902,6096,212,747,704,108,7.50%,17.20%,0.181,0.287,0.261,0.326,0.443,0.334,,92,-10.1,-73.6,19.8,15.5
2008,CHW,2298,6231,235,811,785,67,8.70%,16.30%,0.185,0.281,0.263,0.332,0.448,0.339,,101,-27.4,-17.7,-43.6,15.5
1991,HOU,2277,6147,79,605,570,125,8.20%,16.70%,0.102,0.285,0.244,0.309,0.347,0.297,,88,-2,-89.1,40,15.5
1931,BRO,1726,5814,71,681,633,45,7.00%,8.80%,0.114,0.295,0.276,0.331,0.39,0.334,,94,7.8,-34.5,9.8,15.5
1928,CIN,1716,5808,32,648,588,83,6.60%,5.70%,0.089,0.294,0.28,0.333,0.368,0.327,,87,13.7,-85,58.4,15.5
1984,SFG,2273,6293,112,682,646,126,8.40%,15.60%,0.109,0.301,0.265,0.328,0.375,0.317,,101,-5.2,5,-70.2,15.5
1971,KCR,1962,5914,80,603,573,130,8.30%,13.80%,0.103,0.279,0.25,0.313,0.353,0.303,,88,10.3,-70.7,32.7,15.4
1987,MIN,1805,6090,196,786,733,113,8.60%,14.70%,0.168,0.28,0.261,0.328,0.43,0.329,,95,-7.5,-44.1,-7.3,15.4
1988,CAL,1801,6215,124,714,659,86,7.50%,13.20%,0.124,0.284,0.261,0.321,0.385,0.317,,99,-7.3,-13.5,-46.9,15.4
1989,KCR,1876,6151,101,690,653,154,9.00%,14.60%,0.112,0.293,0.261,0.329,0.373,0.318,,98,8.3,-3.6,-56.4,15.4
1988,HOU,2150,6127,96,617,575,198,7.70%,13.70%,0.107,0.27,0.244,0.306,0.351,0.295,,91,8.1,-50.6,2,15.4
2016,MIL,2342,6061,194,671,641,181,9.90%,25.50%,0.163,0.304,0.244,0.322,0.407,0.315,,92,5.2,-55.2,14.7,15.4
1984,CHW,2086,6156,172,679,640,109,8.50%,14.30%,0.148,0.264,0.247,0.314,0.395,0.318,,94,2.1,-40.9,-6.6,15.4
2014,CHC,2358,6102,157,614,590,65,7.20%,24.20%,0.146,0.296,0.239,0.3,0.385,0.303,,91,4,-59.5,15.2,15.4
1966,CAL,2208,6038,122,604,562,80,8.70%,17.60%,0.122,0.266,0.232,0.303,0.354,0.292,,92,-1.4,-57.2,35.6,15.4
2015,MIA,2297,5988,120,613,575,112,6.30%,19.20%,0.124,0.307,0.26,0.31,0.384,0.302,,91,-1.2,-67.3,26.9,15.3
1946,CLE,1836,5857,79,537,497,57,8.60%,11.90%,0.111,0.27,0.245,0.313,0.356,0.318,,89,-9.8,-80.3,26.6,15.3
2007,SEA,2338,6209,153,794,754,81,6.30%,13.90%,0.138,0.313,0.287,0.337,0.425,0.333,,103,-9.6,10.7,-68.4,15.3
2000,SDP,2169,6291,157,752,714,131,9.60%,18.70%,0.148,0.294,0.254,0.33,0.402,0.321,,91,2.6,-77.5,30.9,15.3
2000,BAL,1901,6238,184,794,750,126,8.90%,14.40%,0.163,0.293,0.272,0.341,0.435,0.338,,98,-3.9,-19,-38.4,15.3
1914,PHI,1671,5770,62,651,564,145,8.20%,9.90%,0.098,0.287,0.263,0.329,0.361,0.335,,102,11.5,27.1,-59,15.3
1939,PIT,1784,5923,63,666,617,44,8.10%,7.10%,0.108,0.29,0.276,0.338,0.384,0.336,,93,6.3,-43.8,17.3,15.3
1920,CHC,1638,5811,34,619,536,115,7.40%,7.20%,0.09,0.282,0.264,0.326,0.354,0.324,,96,-11.7,-36.5,-2.2,15.3
1950,STL,1840,5917,102,693,646,23,10.20%,10.20%,0.127,0.277,0.259,0.339,0.386,0.337,,89,2.9,-79.3,46,15.3
1917,WAS,1703,5864,4,543,462,166,8.50%,9.80%,0.063,0.27,0.241,0.313,0.304,0.305,,90,1.7,-57.9,11.5,15.3
2017,BOS,2334,6338,168,785,735,106,9.00%,19.30%,0.149,0.3,0.258,0.329,0.407,0.316,,91,4.9,-64,5.6,15.3
1992,SEA,1795,6180,149,679,638,100,7.70%,13.60%,0.139,0.285,0.263,0.323,0.402,0.326,,102,-2.6,8.9,-65,15.3
2022,CHW,2371,6123,149,686,654,58,6.30%,20.70%,0.131,0.304,0.256,0.31,0.387,0.306,,99,-3,-12.7,-37.1,15.3
1990,BOS,1694,6234,106,699,660,53,9.60%,12.80%,0.123,0.3,0.272,0.344,0.395,0.332,,102,-12.5,2.7,-55,15.2
1953,CIN,1862,5912,166,714,669,25,8.20%,11.90%,0.141,0.275,0.261,0.325,0.403,0.331,,86,1.7,-110.4,73.5,15.2
1983,CHC,2245,6133,140,701,649,84,7.70%,14.20%,0.141,0.285,0.26,0.319,0.401,0.319,,91,0.1,-60.7,7.8,15.2
1965,CAL,2120,5956,92,527,486,107,7.40%,16.30%,0.102,0.274,0.239,0.297,0.341,0.286,,86,-0.4,-96.3,63.7,15.2
1982,MIN,1658,6115,148,657,624,38,7.80%,14.50%,0.138,0.28,0.257,0.316,0.396,0.318,,90,-5.3,-79.2,35.2,15.2
1939,CHC,1715,5990,91,724,671,61,8.70%,9.20%,0.125,0.283,0.266,0.336,0.391,0.337,,94,9.8,-32.8,3.5,15.2
1944,SLB,1733,5927,72,684,629,44,8.90%,10.20%,0.1,0.273,0.252,0.323,0.352,0.322,,90,-7.2,-73.8,23.7,15.1
2007,TEX,2313,6214,179,816,768,88,8.10%,19.70%,0.163,0.305,0.263,0.328,0.426,0.329,,94,12.6,-33.4,-26.5,15.1
1919,CHC,1470,5088,21,454,387,150,5.90%,7.10%,0.075,0.274,0.256,0.308,0.332,0.307,,90,5.7,-46.2,40.6,15.1
2009,WSN,2401,6273,156,710,685,73,9.80%,19.30%,0.148,0.302,0.258,0.337,0.406,0.327,,96,-5.7,-37.9,-7.6,15.1
1972,CAL,1885,5639,78,454,420,57,6.30%,15.10%,0.088,0.275,0.242,0.293,0.33,0.284,,90,-0.6,-55,33.4,15.1
1973,KCR,1825,6274,114,755,703,105,10.30%,11.10%,0.12,0.279,0.261,0.339,0.381,0.328,,101,-2.9,6,-75.4,15.1
1925,BRO,1721,6045,64,786,722,37,7.20%,6.30%,0.11,0.309,0.296,0.351,0.406,0.35,,94,8.2,-39.3,-9.5,15.1
1924,SLB,1767,5908,67,765,679,85,7.80%,5.90%,0.113,0.306,0.295,0.356,0.408,0.357,,91,-4.7,-76.4,21.4,15.1
1939,CHW,1718,6033,64,755,679,113,9.60%,8.30%,0.099,0.294,0.275,0.349,0.374,0.339,,87,-6.8,-118,52.1,15.1
1929,SLB,1649,5974,46,733,672,70,9.80%,7.10%,0.105,0.293,0.276,0.352,0.381,0.341,,85,-10.2,-129.2,64.7,15.1
2010,NYM,2348,6144,128,656,625,130,8.20%,17.80%,0.134,0.287,0.249,0.314,0.383,0.307,,89,10.6,-70.9,30.6,15.1
2007,BAL,2348,6264,142,756,718,144,8.00%,15.00%,0.141,0.302,0.272,0.333,0.412,0.327,,95,-9,-45.2,-17.2,15.1
1983,KCR,1736,6083,109,696,653,182,6.50%,11.90%,0.126,0.293,0.271,0.32,0.397,0.319,,96,16.9,-10.7,-45.4,15.1
2009,DET,2350,6234,183,743,718,72,8.70%,17.90%,0.156,0.294,0.26,0.331,0.416,0.328,,94,0.4,-48.5,-19.9,15
1915,NYY,1622,5764,31,583,459,198,9.90%,11.60%,0.072,0.264,0.233,0.317,0.305,0.309,,87,-11.9,-94.5,39.1,15
2011,SDP,2355,6074,91,593,563,170,8.20%,21.70%,0.112,0.294,0.237,0.305,0.349,0.29,,86,18.2,-77.2,34.3,15
1979,SDP,2183,6169,93,603,559,100,8.70%,12.50%,0.106,0.264,0.242,0.311,0.348,0.295,,85,-1.6,-112.2,51.7,15
1961,LAD,2072,5940,157,735,673,86,10.00%,13.40%,0.143,0.281,0.262,0.338,0.405,0.331,,93,0.7,-51.8,0.5,15
1968,CAL,2187,5942,83,498,453,62,7.50%,18.20%,0.091,0.268,0.227,0.291,0.318,0.28,,88,-3.9,-74.6,54.6,15
1949,CHW,1796,6003,43,648,591,62,11.70%,9.90%,0.09,0.284,0.257,0.347,0.347,0.333,,87,-12.1,-111.6,57.7,15
1915,NYG,1726,5703,24,582,501,155,5.50%,9.60%,0.077,0.277,0.251,0.3,0.329,0.306,,94,-21.6,-60.3,-1.7,15
1984,CAL,1779,6166,150,696,649,80,9.00%,15.10%,0.132,0.273,0.249,0.319,0.381,0.316,,96,-4.5,-36.4,-15.9,15
1902,WAS,1279,5188,47,707,606,121,6.30%,,0.113,,0.283,0.335,0.395,0.349,,99,-7.9,-11.8,-33.2,14.9
1968,CLE,2156,5988,75,516,476,115,7.10%,14.30%,0.094,0.263,0.234,0.293,0.327,0.283,,85,3.1,-85,64.9,14.9
1981,MIL,1130,4152,96,493,475,39,7.20%,11.10%,0.134,0.268,0.257,0.313,0.391,0.319,,106,-5.4,21.3,-10.3,14.9
1951,DET,1890,6007,104,685,636,37,9.40%,8.70%,0.115,0.278,0.265,0.337,0.38,0.335,,91,-1.8,-65.8,20.2,14.9
1993,OAK,1706,6295,158,715,679,131,9.90%,16.60%,0.14,0.285,0.254,0.33,0.394,0.323,,101,3,9.1,-60.4,14.9
1995,PHI,1911,5613,94,615,576,72,8.90%,15.70%,0.122,0.3,0.262,0.332,0.384,0.319,,88,2.1,-80.6,41.6,14.9
2018,TOR,2435,6076,217,709,680,47,8.20%,22.80%,0.183,0.286,0.244,0.312,0.427,0.319,,100,-27.1,-29.7,-31.9,14.9
1966,WAS,2137,5905,126,557,525,53,7.60%,18.10%,0.121,0.269,0.234,0.295,0.355,0.289,,87,-0.7,-85.7,66.4,14.9
2016,NYY,2308,6058,183,680,647,72,7.80%,19.60%,0.153,0.289,0.252,0.314,0.405,0.311,,92,10.6,-49.7,-12.3,14.8
1905,DET,1452,5566,13,511,421,129,6.70%,,0.068,,0.243,0.302,0.311,0.299,,94,-9.1,-42.9,2.4,14.8
1964,LAA,2114,5975,102,544,508,49,7.90%,15.40%,0.102,0.273,0.242,0.304,0.344,0.29,,85,-3.1,-107.9,89.2,14.8
1990,SDP,2126,6218,123,673,628,138,8.20%,14.50%,0.123,0.285,0.257,0.32,0.38,0.313,,91,2,-65,-11.4,14.8
1974,SFG,2050,6159,93,634,568,107,8.90%,14.10%,0.106,0.283,0.252,0.322,0.358,0.313,,88,3.2,-83.1,27.8,14.8
1974,KCR,1737,6267,89,667,623,146,8.80%,12.30%,0.104,0.285,0.259,0.327,0.364,0.318,,97,1.5,-17.9,-45.3,14.8
1970,MON,2197,6251,136,687,646,65,10.50%,15.50%,0.127,0.265,0.237,0.323,0.365,0.311,,84,-2.9,-130.1,60.9,14.8
2017,ATL,2374,6216,165,732,706,77,7.60%,19.00%,0.15,0.305,0.263,0.326,0.412,0.316,,89,4.3,-87.6,24.8,14.7
2014,CIN,2213,5978,131,595,562,122,6.90%,20.90%,0.127,0.284,0.238,0.296,0.365,0.294,,83,-1.2,-115.4,69.1,14.7
1968,NYY,1963,5992,109,536,501,90,9.40%,16.00%,0.103,0.241,0.214,0.292,0.318,0.281,,90,1.7,-56.9,28.3,14.7
1992,TEX,1858,6238,159,682,647,81,8.80%,16.60%,0.142,0.28,0.25,0.321,0.393,0.324,,101,-2.2,7.9,-70.9,14.7
1983,MIN,1659,6171,141,709,671,44,7.60%,13.00%,0.14,0.281,0.261,0.319,0.401,0.322,,93,-3.6,-53.3,-6.8,14.7
1933,CHW,1730,5990,43,683,642,43,9.00%,7.00%,0.088,0.29,0.272,0.342,0.36,0.331,,88,-11.5,-104.8,36,14.7
2008,OAK,2282,6138,125,646,610,88,9.40%,20.00%,0.127,0.289,0.242,0.318,0.369,0.306,,86,12.4,-92.7,27.1,14.7
1946,CHW,1760,5909,37,562,515,78,8.40%,10.20%,0.076,0.284,0.257,0.323,0.333,0.314,,85,-11.5,-111.8,52.9,14.7
1954,DET,1918,5865,90,584,552,48,8.40%,10.30%,0.108,0.275,0.258,0.322,0.367,0.318,,88,-3.7,-85.7,48.5,14.7
1978,NYM,2074,6132,86,607,561,100,9.00%,13.50%,0.107,0.272,0.245,0.314,0.352,0.302,,90,-8.8,-75.7,12.6,14.7
1915,SLB,1759,5800,19,521,439,202,8.10%,13.20%,0.069,0.286,0.246,0.315,0.315,0.309,,91,-20.8,-77.2,15.4,14.7
1991,KCR,1863,6244,117,727,689,119,8.40%,15.50%,0.129,0.299,0.264,0.328,0.394,0.324,,99,-3.3,-11.3,-48.9,14.7
1929,CLE,1695,5873,62,717,682,75,7.60%,5.90%,0.122,0.305,0.293,0.352,0.415,0.352,,93,-26.7,-82.6,21.6,14.7
1977,CAL,1864,6113,131,675,636,158,8.90%,14.40%,0.13,0.281,0.255,0.324,0.386,0.316,,98,-0.1,-15.2,-47.7,14.7
2012,BAL,2282,6160,214,712,677,58,7.80%,21.30%,0.17,0.286,0.247,0.311,0.417,0.317,,96,-17.1,-44,-24.7,14.6
2009,OAK,2306,6247,135,759,723,133,8.40%,16.70%,0.135,0.298,0.262,0.328,0.397,0.32,,94,12.8,-38,-34.9,14.6
1994,SFG,1528,4364,123,504,472,114,8.30%,16.50%,0.153,0.275,0.249,0.318,0.402,0.314,,88,5.3,-61.9,64.7,14.6
1919,STL,1576,5052,18,463,398,148,6.00%,8.30%,0.07,0.279,0.256,0.305,0.326,0.303,,90,5.4,-47.8,38.9,14.6
1909,STL,1610,5859,15,583,479,161,9.70%,,0.06,,0.243,0.326,0.303,0.315,,98,-11.7,-22.2,-50,14.6
1960,STL,2126,5806,138,639,592,48,8.60%,13.60%,0.139,0.275,0.254,0.321,0.393,0.318,,88,-2.4,-82.9,34.9,14.6
1995,NYM,1887,5581,125,657,617,58,8.00%,17.80%,0.133,0.309,0.267,0.33,0.4,0.322,,94,-6.8,-52.5,12.9,14.6
2013,NYY,2253,6044,144,650,614,115,7.70%,20.10%,0.133,0.285,0.242,0.307,0.376,0.301,,86,4.4,-89.2,28.1,14.6
1929,BRO,1731,5954,99,755,705,80,8.50%,7.60%,0.136,0.304,0.291,0.355,0.427,0.358,,94,13.7,-38.3,-5.9,14.5
2009,CLE,2188,6320,161,773,730,84,9.20%,19.20%,0.153,0.308,0.264,0.339,0.417,0.333,,100,-1.1,-0.7,-75.7,14.5
2000,FLA,2213,6203,160,731,691,168,8.70%,19.10%,0.147,0.304,0.262,0.331,0.409,0.324,,89,9.1,-82,30.1,14.5
2009,CHC,2343,6244,161,707,678,56,9.50%,19.00%,0.152,0.296,0.255,0.332,0.407,0.324,,90,-13.2,-89.3,39,14.5
1945,CHW,1602,5661,22,596,544,78,8.30%,8.20%,0.075,0.285,0.262,0.326,0.337,0.32,,94,-8.4,-48.8,8.7,14.5
1987,KCR,1730,6128,168,715,677,125,8.50%,16.90%,0.15,0.294,0.262,0.328,0.412,0.324,,95,4.2,-34.2,-27.8,14.5
2001,MIL,2303,6148,209,740,712,66,7.90%,22.80%,0.175,0.299,0.251,0.319,0.426,0.32,,90,-2.7,-85.2,31.8,14.5
1995,MIN,1563,5588,120,703,662,105,8.40%,16.40%,0.139,0.319,0.279,0.346,0.419,0.339,,97,-5.3,-26.7,-16,14.5
1989,SDP,2047,6120,120,642,598,136,9.00%,16.60%,0.118,0.286,0.251,0.319,0.369,0.309,,97,-1.2,-19.9,-40.1,14.4
1932,CIN,1775,5999,47,575,546,35,7.30%,7.30%,0.1,0.279,0.263,0.32,0.362,0.314,,86,5.9,-103.1,58.2,14.4
1914,BUF,1684,5663,37,620,508,228,7.60%,13.30%,0.086,0.287,0.25,0.311,0.336,0.315,,84,29.2,-80.7,31.9,14.4
1992,CHC,2242,6156,104,593,566,77,6.80%,13.30%,0.11,0.279,0.254,0.307,0.364,0.303,,86,-5.6,-98,42,14.4
2011,CHC,2373,6130,148,654,610,69,6.90%,19.60%,0.144,0.301,0.256,0.314,0.401,0.314,,91,-17.7,-80.2,29.5,14.3
1991,ATL,2326,6182,141,749,704,165,9.10%,14.70%,0.135,0.284,0.258,0.328,0.393,0.324,,99,2.8,-4.4,-62.3,14.3
1977,CLE,1728,6204,100,676,631,87,8.60%,11.10%,0.112,0.289,0.269,0.334,0.38,0.32,,96,-13.1,-40.8,-27.8,14.3
2012,TOR,2289,6094,198,716,677,123,7.80%,20.50%,0.161,0.281,0.245,0.309,0.407,0.311,,92,2.5,-55.8,-14,14.3
1987,TEX,1881,6248,194,823,772,120,9.10%,17.30%,0.165,0.296,0.266,0.333,0.43,0.333,,99,-8.8,-17.8,-49.7,14.3
2007,KCR,2294,6140,102,706,660,78,7.00%,17.40%,0.126,0.305,0.261,0.322,0.388,0.312,,85,-1.6,-121.2,55.1,14.3
2017,COL,2374,6201,192,824,793,59,8.40%,22.70%,0.171,0.332,0.273,0.338,0.444,0.332,,88,-6.4,-105.8,38.9,14.3
1933,BOS,1732,5853,50,700,642,58,8.90%,7.90%,0.107,0.29,0.271,0.339,0.378,0.336,,89,-4.7,-90.5,21.9,14.3
1921,WAS,1627,5992,42,703,614,112,7.60%,7.80%,0.106,0.298,0.278,0.342,0.384,0.338,,89,10.8,-83.3,23.9,14.2
1988,STL,2143,6177,71,578,535,234,7.80%,13.40%,0.088,0.279,0.249,0.309,0.337,0.291,,84,17.7,-88.4,30.3,14.2
